Feelings	Functions	Attributes	Number
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 30.553095, Y Length = 41.561495, Height = 41.297481, Number of Points = 45.639188, Distribution Seed = 58.228872, Mesh Relaxation = 0.582364, Smooth Level = 1, 	1575
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 77.692092, Y Length = 25.984162, Height = 59.731285, Number of Points = 94.467152, Distribution Seed = 83.560591, Mesh Relaxation = 0.900538, Smooth Level = 1, 	1576
Pensiveness, Joy, Grief, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 54.992638, Y Length = 73.841162, Height = 88.402823, Number of Points = 52.254016, Distribution Seed = 86.369415, Mesh Relaxation = 0.599955, Smooth Level = 1, 	1577
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 74.06245, Y Length = 88.384569, Height = 13.019892, Number of Points = 75.747137, Distribution Seed = 93.847519, Mesh Relaxation = 0.941256, Smooth Level = 2, 	1578
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 65.196647, Y Length = 64.514277, Height = 87.818655, Number of Points = 66.406382, Distribution Seed = 48.560817, Mesh Relaxation = 0.488598, Smooth Level = 1, 	1579
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 82.393701, Y Length = 68.614508, Height = 26.876718, Number of Points = 78.793183, Distribution Seed = 16.878583, Mesh Relaxation = 0.147854, Smooth Level = 1, 	1580
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 60.096551, Y Length = 66.517454, Height = 61.430093, Number of Points = 46.5731, Distribution Seed = 79.231875, Mesh Relaxation = 0.913832, Smooth Level = 1, 	1581
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 44.386355, Y Length = 33.483736, Height = 81.988816, Number of Points = 86.787361, Distribution Seed = 17.284407, Mesh Relaxation = 0.603759, Smooth Level = 1, 	1582
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 18.116534, Y Length = 67.95245, Height = 41.189715, Number of Points = 78.383738, Distribution Seed = 27.029346, Mesh Relaxation = 0.512406, Smooth Level = 1, 	1583
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 42.226639, Y Length = 89.168179, Height = 98.480148, Number of Points = 57.635199, Distribution Seed = 26.423885, Mesh Relaxation = 0.436405, Smooth Level = 1, 	1584
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 47.261298, Y Length = 72.788962, Height = 63.595063, Number of Points = 87.26691, Distribution Seed = 7.13952, Mesh Relaxation = 0.095771, Smooth Level = 2, 	1585
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 63.303083, Y Length = 31.518672, Height = 36.473402, Number of Points = 75.829275, Distribution Seed = 93.595535, Mesh Relaxation = 0.248236, Smooth Level = 2, 	1586
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 98.366852, Y Length = 29.823937, Height = 21.959076, Number of Points = 60.860169, Distribution Seed = 17.716156, Mesh Relaxation = 0.684237, Smooth Level = 1, 	1587
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 25.366363, Y Length = 24.474835, Height = 75.082116, Number of Points = 25.880781, Distribution Seed = 75.456166, Mesh Relaxation = 0.728293, Smooth Level = 1, 	1588
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 54.755247, Y Length = 62.715235, Height = 54.129595, Number of Points = 39.438882, Distribution Seed = 75.310717, Mesh Relaxation = 0.672511, Smooth Level = 1, 	1589
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 53.496894, Y Length = 88.758758, Height = 50.273541, Number of Points = 76.430067, Distribution Seed = 97.722826, Mesh Relaxation = 0.801381, Smooth Level = 1, 	1590
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 77.635369, Y Length = 13.613284, Height = 59.525982, Number of Points = 35.860565, Distribution Seed = 98.360055, Mesh Relaxation = 0.468284, Smooth Level = 2, 	1591
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 61.579786, Y Length = 70.247737, Height = 80.922163, Number of Points = 7.729955, Distribution Seed = 61.710556, Mesh Relaxation = 0.888529, Smooth Level = 1, 	1592
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 52.654668, Y Length = 16.343907, Height = 15.167672, Number of Points = 83.140885, Distribution Seed = 84.606875, Mesh Relaxation = 0.10534, Smooth Level = 1, 	1593
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 34.668039, Y Length = 53.069216, Height = 27.152822, Number of Points = 67.883769, Distribution Seed = 8.461665, Mesh Relaxation = 0.146143, Smooth Level = 1, 	1594
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 89.638908, Y Length = 20.239075, Height = 35.064302, Number of Points = 36.901714, Distribution Seed = 74.596032, Mesh Relaxation = 0.325044, Smooth Level = 1, 	1595
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 20.36128, Y Length = 35.152367, Height = 88.338044, Number of Points = 25.541328, Distribution Seed = 7.999018, Mesh Relaxation = 0.44184, Smooth Level = 1, 	1596
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 17.400486, Y Length = 53.865195, Height = 11.014763, Number of Points = 47.722756, Distribution Seed = 9.469488, Mesh Relaxation = 0.378751, Smooth Level = 1, 	1597
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 18.134591, Y Length = 62.253631, Height = 80.910575, Number of Points = 42.093018, Distribution Seed = 97.842889, Mesh Relaxation = 0.371185, Smooth Level = 1, 	1598
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 26.155441, Y Length = 80.197704, Height = 94.290476, Number of Points = 64.497624, Distribution Seed = 87.753003, Mesh Relaxation = 0.109943, Smooth Level = 1, 	1599
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 85.919044, Y Length = 60.20962, Height = 64.564182, Number of Points = 8.742089, Distribution Seed = 6.995226, Mesh Relaxation = 0.524547, Smooth Level = 1, 	1600
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 77.240765, Y Length = 83.812993, Height = 28.289956, Number of Points = 82.517849, Distribution Seed = 70.530675, Mesh Relaxation = 0.074365, Smooth Level = 1, 	1601
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 19.428632, Y Length = 23.309325, Height = 94.649752, Number of Points = 87.922465, Distribution Seed = 62.469359, Mesh Relaxation = 0.042372, Smooth Level = 1, 	1602
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 88.239234, Y Length = 34.663999, Height = 79.867329, Number of Points = 9.264544, Distribution Seed = 20.564587, Mesh Relaxation = 0.505628, Smooth Level = 2, 	1603
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 14.063333, Y Length = 16.665152, Height = 75.519988, Number of Points = 71.780985, Distribution Seed = 26.372903, Mesh Relaxation = 0.92261, Smooth Level = 1, 	1604
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 21.120864, Y Length = 83.395435, Height = 95.749901, Number of Points = 46.833162, Distribution Seed = 51.732856, Mesh Relaxation = 0.749165, Smooth Level = 1, 	1605
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 14.615693, Y Length = 71.757983, Height = 90.105442, Number of Points = 43.265279, Distribution Seed = 74.462604, Mesh Relaxation = 0.737322, Smooth Level = 1, 	1606
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 80.358653, Y Length = 20.1344, Height = 36.590237, Number of Points = 72.111994, Distribution Seed = 66.622775, Mesh Relaxation = 0.152321, Smooth Level = 1, 	1607
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 20.788683, Y Length = 79.788655, Height = 17.92627, Number of Points = 84.366018, Distribution Seed = 31.630282, Mesh Relaxation = 0.632165, Smooth Level = 1, 	1608
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 70.328318, Y Length = 57.726839, Height = 64.822101, Number of Points = 37.002114, Distribution Seed = 54.75566, Mesh Relaxation = 0.808001, Smooth Level = 1, 	1609
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 20.740283, Y Length = 36.467416, Height = 93.935061, Number of Points = 56.579613, Distribution Seed = 25.9748, Mesh Relaxation = 0.411658, Smooth Level = 2, 	1610
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 61.037167, Y Length = 80.839678, Height = 47.063905, Number of Points = 87.850524, Distribution Seed = 70.908754, Mesh Relaxation = 0.639533, Smooth Level = 1, 	1611
Pensiveness, Joy, Grief, Admiration, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 90.750804, Y Length = 74.656967, Height = 21.518952, Number of Points = 12.678139, Distribution Seed = 11.020421, Mesh Relaxation = 0.613058, Smooth Level = 1, 	1612
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 57.901987, Y Length = 99.308718, Height = 13.179822, Number of Points = 12.394309, Distribution Seed = 75.86995, Mesh Relaxation = 0.509412, Smooth Level = 1, 	1613
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 78.069882, Y Length = 36.03453, Height = 50.294944, Number of Points = 36.738998, Distribution Seed = 45.800526, Mesh Relaxation = 0.584992, Smooth Level = 2, 	1614
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 10.560465, Y Length = 26.883625, Height = 21.525661, Number of Points = 14.78736, Distribution Seed = 61.478082, Mesh Relaxation = 0.601212, Smooth Level = 1, 	1615
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 23.748902, Y Length = 26.406738, Height = 56.454367, Number of Points = 12.029828, Distribution Seed = 35.99247, Mesh Relaxation = 0.253943, Smooth Level = 1, 	1616
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 47.925889, Y Length = 38.475964, Height = 92.575871, Number of Points = 55.356637, Distribution Seed = 30.367664, Mesh Relaxation = 0.534161, Smooth Level = 1, 	1617
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 91.37264, Y Length = 85.315045, Height = 50.617208, Number of Points = 57.460991, Distribution Seed = 39.86865, Mesh Relaxation = 0.378498, Smooth Level = 1, 	1618
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 51.814736, Y Length = 98.382214, Height = 58.529708, Number of Points = 34.85828, Distribution Seed = 13.222817, Mesh Relaxation = 0.740586, Smooth Level = 2, 	1619
Pensiveness, Joy, Ecstasy, Loathing, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 13.382401, Y Length = 73.806049, Height = 53.188466, Number of Points = 95.065734, Distribution Seed = 49.464255, Mesh Relaxation = 0.760913, Smooth Level = 1, 	1620
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 96.349606, Y Length = 50.764377, Height = 78.645379, Number of Points = 92.362593, Distribution Seed = 31.436585, Mesh Relaxation = 0.010173, Smooth Level = 1, 	1621
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 58.209277, Y Length = 72.798996, Height = 19.434636, Number of Points = 58.494014, Distribution Seed = 73.819163, Mesh Relaxation = 0.313587, Smooth Level = 1, 	1622
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 72.545686, Y Length = 76.276484, Height = 88.620151, Number of Points = 56.444967, Distribution Seed = 26.712175, Mesh Relaxation = 0.125282, Smooth Level = 2, 	1623
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 39.734773, Y Length = 88.682501, Height = 82.81246, Number of Points = 88.422912, Distribution Seed = 75.737437, Mesh Relaxation = 0.764381, Smooth Level = 1, 	1624
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 57.909959, Y Length = 75.052766, Height = 37.143202, Number of Points = 27.264874, Distribution Seed = 95.813808, Mesh Relaxation = 0.485154, Smooth Level = 1, 	1625
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 17.15688, Y Length = 30.820308, Height = 93.911469, Number of Points = 57.43273, Distribution Seed = 55.098723, Mesh Relaxation = 0.981582, Smooth Level = 1, 	1626
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 46.968611, Y Length = 35.766312, Height = 12.191942, Number of Points = 43.813049, Distribution Seed = 2.697075, Mesh Relaxation = 0.066544, Smooth Level = 1, 	1627
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 31.605982, Y Length = 15.217144, Height = 56.980132, Number of Points = 19.182463, Distribution Seed = 69.71686, Mesh Relaxation = 0.886649, Smooth Level = 2, 	1628
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 65.703714, Y Length = 42.30671, Height = 55.604327, Number of Points = 60.788891, Distribution Seed = 76.290184, Mesh Relaxation = 0.03295, Smooth Level = 1, 	1629
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 63.99047, Y Length = 77.003498, Height = 82.31214, Number of Points = 61.259381, Distribution Seed = 51.719116, Mesh Relaxation = 0.372572, Smooth Level = 1, 	1630
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 34.569324, Y Length = 81.474672, Height = 63.057739, Number of Points = 16.976309, Distribution Seed = 33.088815, Mesh Relaxation = 0.083097, Smooth Level = 2, 	1631
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 13.770762, Y Length = 59.102438, Height = 62.455347, Number of Points = 46.897321, Distribution Seed = 52.446373, Mesh Relaxation = 0.253529, Smooth Level = 2, 	1632
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 10.710047, Y Length = 62.079904, Height = 44.472041, Number of Points = 73.072869, Distribution Seed = 29.816427, Mesh Relaxation = 0.232868, Smooth Level = 1, 	1633
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 85.301706, Y Length = 91.169835, Height = 38.17629, Number of Points = 57.133086, Distribution Seed = 7.100461, Mesh Relaxation = 0.505934, Smooth Level = 2, 	1634
Pensiveness, Joy, Grief, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 36.701339, Y Length = 47.71317, Height = 95.205107, Number of Points = 89.943, Distribution Seed = 55.56604, Mesh Relaxation = 0.923089, Smooth Level = 1, 	1635
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 42.48867, Y Length = 42.3519, Height = 26.341839, Number of Points = 60.168623, Distribution Seed = 52.174482, Mesh Relaxation = 0.970491, Smooth Level = 2, 	1636
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 57.479007, Y Length = 27.444103, Height = 13.108988, Number of Points = 95.374474, Distribution Seed = 35.226277, Mesh Relaxation = 0.715818, Smooth Level = 1, 	1637
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 57.511177, Y Length = 26.728406, Height = 57.544916, Number of Points = 82.009214, Distribution Seed = 8.768854, Mesh Relaxation = 0.018194, Smooth Level = 1, 	1638
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 52.369467, Y Length = 21.169031, Height = 83.802359, Number of Points = 41.152871, Distribution Seed = 44.265792, Mesh Relaxation = 0.208553, Smooth Level = 1, 	1639
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 55.904322, Y Length = 33.754495, Height = 57.412278, Number of Points = 88.254337, Distribution Seed = 42.125666, Mesh Relaxation = 0.88501, Smooth Level = 2, 	1640
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 96.967567, Y Length = 28.490569, Height = 70.79159, Number of Points = 77.410266, Distribution Seed = 90.494772, Mesh Relaxation = 0.322636, Smooth Level = 1, 	1641
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 62.361173, Y Length = 83.419947, Height = 21.018954, Number of Points = 88.462061, Distribution Seed = 83.589076, Mesh Relaxation = 0.195258, Smooth Level = 1, 	1642
